经销商报价,纯电续航里程(km),快充时间,慢充时间,快充电量(%),最高车速(km/h),官方百公里加速时间(s),百公里耗电量(kWh/100km),长(mm),宽(mm),高(mm),轴距(mm),前轮距(mm),后轮距(mm),车门数(个),座位数(个),整备质量(kg),电动机总功率(kW),电动机总马力(Ps),电动机总扭矩(N·m),磷酸铁锂,三元锂,其它,电池容量(kWh)
20.26,600,0.5,9.584863481,80,185,7.6,14.8,4650,1920,1720,2830,1630,1645,5,5,1960,165,224,350,0,1,0,80
21.46,600,0.5,9.584863481,80,185,7.6,14.8,4650,1920,1720,2830,1630,1645,5,5,1960,165,224,350,0,1,0,80
23.46,600,0.5,9.584863481,80,185,7.6,14.8,4650,1920,1720,2830,1630,1645,5,5,1960,165,224,350,0,1,0,80
24.96,702,0.5,9.584863481,80,185,6.9,15.4,4650,1920,1720,2830,1630,1645,5,5,2050,200,272,350,0,1,0,95.8
31.99,500,0.75,7.5,80,180,6.8,16.7,4746,1891,1683,2864,1616,1632,5,5,2190,210,286,400,0,1,0,80
31.99,500,0.75,7.5,80,180,6.8,16.7,4746,1891,1683,2864,1616,1632,5,5,2190,210,286,400,0,1,0,80
35.99,490,0.75,7.5,80,180,6.8,16.9,4746,1891,1683,2864,1616,1632,5,5,2190,210,286,400,0,1,0,80
35.99,490,0.75,7.5,80,180,6.8,16.9,4746,1891,1683,2864,1616,1632,5,5,2190,210,286,400,0,1,0,80
8.65,403,0.6,3.5,80,100,12,11.6,3620,1652,1592,2400,1410,1410,5,4,1190,80,109,158,1,0,0,41
8.85,403,0.6,3.5,80,100,12,11.6,3620,1652,1592,2400,1410,1410,5,4,1190,80,109,158,1,0,0,41
9.25,403,0.6,3.5,80,100,12,11.6,3620,1652,1592,2400,1410,1410,5,4,1190,80,109,158,1,0,0,41
9.65,403,0.6,3.5,80,100,12,11.6,3620,1652,1592,2400,1410,1410,5,4,1190,80,109,158,1,0,0,41
50.98,460,0.8,8.4,80,200,6.5,18.1,5209,2010,1731,3110,1708,1709,5,7,2512,320,435,600,0,1,0,84
53.98,460,0.8,8.4,80,200,6.5,18.1,5209,2010,1731,3110,1708,1709,5,6,2515,320,435,600,0,1,0,84
58.98,690,1.1,9.584863481,80,200,7.028394004,18,5209,2010,1731,3110,1708,1709,5,7,2644,320,435,600,0,1,0,120
61.98,690,1.1,9.584863481,80,200,7.028394004,18,5209,2010,1731,3110,1708,1709,5,6,2702,320,435,600,0,1,0,120
63.98,510,0.8,9.5,80,200,4.8,19.3,5209,2010,1713,3110,1708,1709,5,6,2610,405,551,750,0,1,0,99
68.98,660,1.1,9.584863481,80,200,7.028394004,19,5209,2010,1713,3110,1708,1709,5,6,2654,405,551,750,0,1,0,120
72.98,510,0.8,9.5,80,200,4.8,19.3,5209,2010,1713,3110,1708,1709,5,4,2640,405,551,750,0,1,0,99
77.98,660,1.1,9.584863481,80,200,7.028394004,19,5209,2010,1713,3110,1708,1709,5,4,2712,405,551,750,0,1,0,120
93.99,560,1,10,79.92343032,250,3.9,14.73990223,5037,2070,1684,2965,1661,1699,5,5,2352,493,670,375.5829904,0,1,0,100
99.99,536,1,10,79.92343032,262,2.6,14.73990223,5037,2070,1684,2965,1661,1699,5,6,2455,750,1020,375.5829904,0,1,0,100
15.78,418,0.58,9.584863481,80,130,7.028394004,12.8,4390,1850,1650,2800,1590,1590,5,5,1640,100,136,180,1,0,0,53.6
16.78,418,0.58,9.584863481,80,130,7.028394004,12.8,4390,1850,1650,2800,1590,1590,5,5,1640,100,136,180,1,0,0,53.6
30.99,570,0.27,9.584863481,80,200,6.4,15.2,4891,1937,1680,2998,1656,1663,5,5,2190,230,313,430,1,0,0,78.2
32.99,570,0.27,9.584863481,80,200,6.4,15.2,4891,1937,1680,2998,1656,1663,5,5,2230,230,313,430,1,0,0,78.2
34.99,570,0.27,9.584863481,80,200,6.4,15.2,4891,1937,1680,2998,1656,1663,5,5,2230,230,313,430,1,0,0,78.2
34.99,702,0.27,9.584863481,80,200,6.4,15.2,4891,1937,1680,2998,1656,1663,5,5,2205,230,313,430,0,1,0,98
36.99,702,0.27,9.584863481,80,200,6.4,15.2,4891,1937,1680,2998,1656,1663,5,5,2225,230,313,430,0,1,0,98
39.99,650,0.27,9.584863481,80,200,3.9,16,4891,1937,1670,2998,1656,1663,5,5,2335,405,551,717,0,1,0,98
41.99,650,0.27,9.584863481,80,200,3.9,16,4891,1937,1670,2998,1656,1663,5,5,2355,405,551,717,0,1,0,98
46.99,650,0.27,9.584863481,80,200,3.9,16,4891,1937,1670,2998,1656,1663,5,5,2355,405,551,717,0,1,0,98
27.98,600,0.5,13.68,80,180,7.028394004,15.7,4900,1950,1725,2820,1650,1630,5,7,2360,168,228,350,1,0,0,90.3
30.98,730,0.5,16.5,80,180,7.028394004,15.6,4900,1950,1725,2820,1650,1630,5,7,2440,180,245,350,1,0,0,108.8
33.98,635,0.5,16.5,80,180,4.4,17.6,4900,1950,1725,2820,1650,1630,5,7,2560,380,517,700,1,0,0,108.8
12.98,425,0.47,7,80,160,7.028394004,13.3,4287,1836,1516,2705,1552,1562,5,5,1641,125,170,250,1,0,0,51
13.98,425,0.47,7,80,160,7.028394004,13.3,4287,1836,1516,2705,1552,1562,5,5,1641,125,170,250,1,0,0,51
16.38,520,0.38,9,80,160,7.028394004,13.3,4287,1836,1516,2705,1552,1562,5,5,1665,150,204,250,0,1,0,64
18.68,460,0.38,9,80,200,3.8,14.73990223,4287,1836,1516,2705,1553,1562,5,5,1825,315,428,600,0,1,0,64
29.99,605,0.68,12,80,160,8.8,14.4,4588,1865,1626,2765,1587,1565,5,5,2160,150,204,310,0,1,0,84.8
32.71,605,0.68,12,80,160,8.8,14.4,4588,1865,1626,2765,1587,1565,5,5,2160,150,204,310,0,1,0,84.8
34.27,543,0.68,12,80,160,6.8,16.1,4588,1865,1626,2765,1587,1566,5,5,2255,230,313,472,0,1,0,84.8
37.71,543,0.68,12,80,160,6.8,16.1,4588,1865,1626,2765,1587,1566,5,5,2255,230,313,472,0,1,0,84.8
19.59,460,0.5,9,80,170,7.5,13.4,4808,1840,1520,2768,1556,1561,4,5,1735,155,211,310,1,0,0,55.9
19.79,450,0.5,9,80,170,7.5,13.6,4808,1840,1520,2768,1556,1561,4,5,1735,155,211,310,1,0,0,57.4
20.69,510,0.58,10.5,80,170,7.5,13.3,4808,1840,1520,2768,1556,1561,4,5,1725,155,211,310,0,1,0,61.3
20.99,460,0.5,9.584863481,80,170,7.5,13.6,4808,1840,1520,2768,1556,1561,4,5,1735,155,211,310,1,0,0,57.4
21.19,550,0.58,11,80,170,7.5,13.3,4808,1840,1520,2768,1556,1561,4,5,1725,155,211,310,0,1,0,66.2
22.59,550,0.58,11,80,170,7.5,13.3,4808,1840,1520,2768,1556,1561,4,5,1725,155,211,310,0,1,0,66.2
24.99,600,0.63,11.5,80,170,7.5,13.2,4808,1840,1520,2768,1556,1561,4,5,1725,155,211,310,0,1,0,71.4
17.79,460,0.5,9.584863481,80,170,7.5,13.4,4808,1840,1520,2768,1556,1561,4,5,1680,155,211,310,1,0,0,55.9
17.99,450,0.5,9.584863481,80,170,7.5,13.6,4808,1840,1520,2768,1556,1561,4,5,1680,155,211,310,1,0,0,57.4
18.89,510,0.58,9.584863481,80,170,7.5,13.3,4808,1840,1520,2768,1556,1561,4,5,1715,155,211,310,0,1,0,61.3
19.39,550,0.58,9.584863481,80,170,7.5,13.3,4808,1840,1520,2768,1556,1561,4,5,1715,155,211,310,0,1,0,66.2
17.92,425,0.67,8.5,80,160,7.028394004,14,4612,1852,1640,2765,1593.613095,1594.388393,5,5,1960,125,170,310,0,1,0,57.3
22.52,607,0.67,12.5,80,160,7.028394004,14.6,4612,1852,1640,2765,1593.613095,1594.388393,5,5,2120,150,204,310,0,1,0,83.4
23.87,607,0.67,12.5,80,160,7.028394004,14.6,4612,1852,1640,2765,1593.613095,1594.388393,5,5,2120,150,204,310,0,1,0,83.4
24.12,607,0.67,12.5,80,160,7.028394004,14.6,4612,1852,1640,2765,1593.613095,1594.388393,5,5,2120,150,204,310,0,1,0,83.4
27.62,555,0.67,12.5,80,160,7.028394004,15.9,4612,1852,1640,2765,1593.613095,1594.388393,5,5,2250,230,313,472,0,1,0,83.4
44.67,530,0.609070465,9.584863481,80,200,3.8,16.2,5101,1987,1509,3060,1668,1672,4,5,2349,480,653,850,0,0,0,75
50.34,675,0.609070465,9.584863481,80,200,3.8,16,5101,1987,1509,3060,1668,1672,4,5,2379,480,653,850,0,1,0,100
52.34,675,0.609070465,9.584863481,80,200,3.8,16,5101,1987,1509,3060,1668,1672,4,5,2379,480,653,850,0,1,0,100
20.98,606,0.67,7,80,180,7.5,14.5,5050,1902,1509,2930,1608,1604,4,5,2099,200,272,360,1,0,0,78.54
23.18,717,0.67,8,80,180,7.2,14,5050,1902,1509,2930,1608,1604,4,5,2020,200,272,360,0,1,0,90
25.18,630,0.67,8,80,180,4.3,16.5,5050,1902,1509,2930,1608,1604,4,5,2145,400,544,720,0,1,0,90
28.68,630,0.67,8,80,180,3.66,16.5,5050,1902,1515,2930,1608,1604,4,5,2145,400,544,720,0,1,0,90
22.37,525,0.5,11.5,80,180,7.7,14.8,4930,1940,1599,2915,1660,1640,5,5,1940,160,218,360,0,1,0,67.3
22.37,525,0.5,11.5,80,180,7.7,14.8,4930,1940,1599,2915,1660,1640,5,5,1900,175,238,360,0,1,0,66
25.37,525,0.5,11.5,80,180,7.7,14.8,4930,1940,1599,2915,1660,1640,5,5,1900,175,238,360,0,1,0,66
26.72,708,0.6,15.5,80,180,8.3,15.4,4930,1940,1599,2915,1660,1640,5,5,2078,160,218,360,0,1,0,93.6
26.72,708,0.6,15.5,80,180,8.3,15.4,4930,1940,1599,2915,1660,1640,5,5,2078,175,238,360,0,1,0,94.5
39.78,500,0.25,13,80,200,3.5,16.6,4980,1960,1599,2915,1593.613095,1594.388393,5,5,2115,473,643,655,0,1,0,74.5
42.98,500,0.25,13,80,200,3.5,16.6,4980,1960,1599,2915,1593.613095,1594.388393,5,5,2115,473,643,655,0,1,0,74.5
24.72,525,0.5,11.5,80,180,7.7,14.8,4930,1940,1599,2915,1660,1640,5,5,1940,160,218,360,0,1,0,67.3
24.72,525,0.5,11.5,80,180,7.7,14.8,4930,1940,1599,2915,1660,1640,5,5,1900,175,238,360,0,1,0,66
28.72,708,0.6,15.5,80,180,8.3,15.4,4930,1940,1599,2915,1660,1640,5,5,2078,160,218,360,0,1,0,93.6
28.72,708,0.6,15.5,80,180,8.3,15.4,4930,1940,1599,2915,1660,1640,5,5,2078,175,238,360,0,1,0,94.5
35.02,603,0.6,15.5,80,180,4.2,17.1,4930,1940,1599,2915,1660,1640,5,5,2245,320,435,720,0,1,0,93.6
36.88,615,0.609070465,13.3,80,200,3.87,15.4,5098,1960,1485,3100,1664,1660,4,5,2290,425,578,725,0,1,0,93
40.88,615,0.33,5.8,80,200,3.87,15.4,5098,1960,1485,3100,1664,1660,4,5,2290,425,578,725,0,1,0,93
82.8,650,0.33,5.8,80,258,4.5,21.53,5103,2019,1636,3019,1593.613095,1594.388393,5,5,1897.268636,450,612,710,0,1,0,112
102.8,560,0.5,7.5,80,265,2.95,25,5103,2019,1636,3019,1593.613095,1594.388393,5,5,1897.268636,675,918,985,0,1,0,112
19.42,535,0.5,7.5,80,180,6.7,13.4,4270,1822,1636,2750,1581,1586,5,5,1770,200,272,343,0,1,0,66
20.92,535,0.5,7.5,80,180,6.7,13.4,4270,1822,1636,2750,1581,1586,5,5,1770,200,272,343,0,1,0,66
24.5,560,0.5,7.2,80,180,6.7,13,4270,1822,1636,2750,1585,1590,5,5,1800,200,272,343,0,1,0,66
27.9,500,0.5,13.09,80,180,3.9,14.8,4300,1822,1636,2750,1585,1590,5,5,1900,315,428,584,0,1,0,66
10.08,401,0.5,13.09,80,130,7.028394004,11.4,4240,1760,1530,2610,1490,1470,5,5,1365,70,95,180,1,0,0,43.2
10.78,401,0.5,13.09,80,130,7.028394004,11.4,4240,1760,1530,2610,1490,1470,5,5,1365,70,95,180,1,0,0,43.2
11.68,401,0.609070465,13.1,80,130,7.028394004,11.4,4240,1760,1530,2610,1490,1470,5,5,1365,70,95,180,1,0,0,43.2
13.98,401,0.609070465,9.584863481,80,130,7.028394004,11.4,4240,1760,1530,2610,1490,1470,5,5,1365,100,136,180,1,0,0,43.2
14.48,401,0.609070465,9.584863481,80,130,7.028394004,11.4,4240,1760,1530,2610,1490,1470,5,5,1365,100,136,180,1,0,0,43.2
28.66,650,0.609070465,9.584863481,79.92343032,170,7.8,15.5,4835,1935,1685,2920,1650,1660,5,5,2070,180,245,350,0,1,0,93.3
33.96,600,0.609070465,9.584863481,79.92343032,180,3.9,16,4835,1935,1685,2920,1650,1660,5,5,2240,360,490,700,0,1,0,93.3
41.96,600,0.5,8.5,79.92343032,180,3.9,16,4835,1935,1685,2920,1650,1660,5,5,2240,360,490,700,0,1,0,93.3
46.96,1008,0.5,8.5,79.92343032,170,7.9,15.8,4835,1935,1685,2920,1650,1660,5,5,2240,180,245,350,0,1,0,144.4
13.68,430,0.5,8.5,80,150,6.9,13.3,4752,1804,1503,2700,1560,1560,4,5,1560,150,204,310,0,1,0,53
14.28,430,0.5,8.5,80,150,6.9,13.3,4752,1804,1503,2700,1560,1560,4,5,1560,150,204,310,0,1,0,53
15.28,430,0.5,8.5,80,150,6.9,13.3,4752,1804,1503,2700,1560,1560,4,5,1560,150,204,310,0,1,0,53
17.68,430,0.63,11,80,150,6.9,13.3,4752,1804,1503,2700,1560,1560,4,5,1560,150,204,310,0,1,0,53
18.08,430,0.63,11,80,150,6.9,13.3,4752,1804,1503,2700,1560,1560,4,5,1560,150,204,310,0,1,0,53
15.98,600,0.63,11,80,150,6.9,13,4752,1804,1503,2700,1560,1560,4,5,1635,150,204,310,0,1,0,70
17.28,600,0.5,8.5,80,150,6.9,13,4752,1804,1503,2700,1560,1560,4,5,1635,150,204,310,0,1,0,70
20.48,600,0.5,8.5,80,150,6.9,13,4752,1804,1503,2700,1560,1560,4,5,1635,150,204,310,0,1,0,70
12.38,430,0.5,8.5,80,150,6.9,13.3,4752,1804,1503,2700,1560,1560,4,5,1560,150,204,310,0,1,0,53
13.38,430,0.63,11,80,150,6.9,13.3,4752,1804,1503,2700,1560,1560,4,5,1560,150,204,310,0,1,0,53
18.38,430,0.63,11,80,150,6.9,13.3,4752,1804,1503,2700,1560,1560,4,5,1560,150,204,310,0,1,0,53
15.38,600,0.63,11,80,150,6.9,13,4752,1804,1503,2700,1560,1560,4,5,1635,150,204,310,0,1,0,70
15.38,600,0.63,11,80,150,6.9,13,4752,1804,1503,2700,1560,1560,4,5,1635,150,204,310,0,1,0,70
16.98,600,0.5,9.5,80,150,6.9,13,4752,1804,1503,2700,1560,1560,4,5,1635,150,204,310,0,1,0,70
19.68,600,0.5,9.5,80,150,6.9,13,4752,1804,1503,2700,1560,1560,4,5,1635,150,204,310,0,1,0,70
12.53,518,0.5,9.5,80,170,7.028394004,12.6,4673,1817,1514,2660,1535,1546,5,5,1660,130,177,265,0,1,0,61.1
13.23,518,0.5,9.5,80,170,7.028394004,12.6,4673,1817,1514,2660,1535,1546,5,5,1660,130,177,265,0,1,0,61.1
15.39,518,0.5,9.5,80,170,7.028394004,12.6,4650,1817,1514,2660,1535,1546,5,5,1620,130,177,265,0,1,0,61.1
14.43,518,0.25,10.5,80,170,7.028394004,12.6,4673,1817,1514,2660,1535,1546,5,5,1660,130,177,265,0,1,0,61.1
14.43,518,0.25,10.5,80,170,7.028394004,12.6,4650,1817,1514,2660,1535,1546,5,5,1620,130,177,265,0,1,0,61.1
34.99,555,0.42,13.5,80,200,3.98,18.03,4880,1970,1601,2975,1678,1678,5,5,2280,425,578,650,0,1,0,90
36.99,555,0.42,13.5,80,200,3.98,18.03,4880,1970,1601,2975,1678,1678,5,5,2280,425,578,650,0,1,0,90
40.99,680,0.609070465,9.584863481,80,200,4.5,19.03,4880,1970,1601,2975,1678,1678,5,5,2365,425,578,650,0,1,0,116
60,680,0.609070465,9.584863481,80,200,4.5,19.03,4880,1970,1601,2975,1678,1678,5,4,2425,425,578,650,0,1,0,116
61,705,0.5,7.2,79.92343032,200,3.8,17.7,5036,2018,1439,3150,1710,1710,4,5,2539,494,672,820,0,1,0,120
63,705,0.5,10,79.92343032,200,3.8,17.7,5036,2018,1439,3150,1710,1710,4,4,2539,494,672,820,0,1,0,120
10.28,401,0.6,11.5,80,165.6410256,7.028394004,12.9,4375,1785,1680,2535,1525,1535,5,5,1605,100,136,210,1,0,0,50.1
11.28,401,0.6,11.5,80,165.6410256,7.028394004,12.9,4375,1785,1680,2535,1525,1535,5,5,1605,100,136,210,1,0,0,50.1
37.47,455,0.8,14,80,200,5.6,17.3,4850,1965,1758,2900,1668,1672,5,5,2290,320,435,610,0,0,0,75
41.47,465,0.8,14,80,200,4.7,17.2,4850,1965,1731,2900,1668,1672,5,5,2345,400,544,725,0,0,0,75
43.14,600,0.6,11.5,80,200,5.6,17.4,4850,1965,1758,2900,1668,1672,5,5,2290,320,435,610,0,1,0,100
47.14,610,0.8,14,80,200,4.7,17.4,4850,1965,1731,2900,1668,1672,5,5,2345,400,544,725,0,1,0,100
48.47,465,0.5,8.5,80,200,4.7,17.2,4850,1965,1731,2900,1668,1672,5,5,2345,400,544,725,0,0,0,75
54.14,610,0.5,8.5,80,200,4.7,17.4,4850,1965,1731,2900,1668,1672,5,5,2345,400,544,725,0,1,0,100
13.27,400,0.5,8.5,80,150,6.9,13.9,4432,1833,1560,2700,1561,1560,5,5,1545,150,204,310,0,1,0,53
13.67,400,0.5,8.5,80,150,6.9,13.9,4432,1833,1560,2700,1561,1560,5,5,1545,150,204,310,0,1,0,53
14.27,400,0.63,11,80,150,6.9,13.9,4432,1833,1560,2700,1561,1560,5,5,1545,150,204,310,0,1,0,53
17.68,400,0.63,11,80,150,6.9,13.9,4432,1833,1560,2700,1561,1560,5,5,1545,150,204,310,0,1,0,53
15.27,550,0.63,11,80,150,7,14,4432,1833,1560,2700,1561,1560,5,5,1665,150,204,310,0,1,0,70
16.97,550,0.63,11,80,150,7,14,4432,1833,1560,2700,1561,1560,5,5,1665,150,204,310,0,1,0,70
15.67,550,0.63,11,80,150,7,14,4432,1833,1560,2700,1561,1560,5,5,1665,150,204,310,0,1,0,70
15.97,550,0.63,11,80,150,7,14,4432,1833,1560,2700,1561,1560,5,5,1665,150,204,310,0,1,0,70
17.27,550,0.5,8.5,80,150,7,14,4432,1833,1560,2700,1561,1560,5,5,1665,150,204,310,0,1,0,70
20.48,550,0.5,8.5,80,150,7,14,4432,1833,1560,2700,1561,1560,5,5,1665,150,204,310,0,1,0,70
12.08,400,0.5,8.5,80,150,6.9,13.9,4432,1833,1560,2700,1561,1560,5,5,1545,150,204,310,0,1,0,53
13.08,400,0.63,11,80,150,6.9,13.9,4432,1833,1560,2700,1561,1560,5,5,1545,150,204,310,0,1,0,53
16.68,400,0.63,11,80,150,6.9,13.9,4432,1833,1560,2700,1561,1560,5,5,1545,150,204,310,0,1,0,53
15.38,550,0.75,9,80,150,7,14,4432,1833,1560,2700,1561,1560,5,5,1665,150,204,310,0,1,0,70
17.38,550,0.75,9,80,150,7,14,4432,1833,1560,2700,1561,1560,5,5,1665,150,204,310,0,1,0,70
57,630,0.75,9,80,200,7.1,16,5200,2062,1618,3150,1701,1701,5,6,2440,220,299,410,0,1,0,94.3
62,630,0.75,9,80,200,7.1,16,5200,2062,1618,3150,1701,1701,5,6,2440,220,299,410,0,1,0,94.3
62,550,0.75,9,80,200,3.9,17.8,5200,2062,1618,3150,1701,1701,5,6,2580,440,598,820,0,1,0,94.3
68,550,0.77,8.25,80,200,3.9,17.8,5200,2062,1618,3150,1701,1701,5,6,2580,440,598,820,0,1,0,94.3
80,550,0.77,8.25,80,200,4,17.8,5200,2062,1618,3150,1701,1701,5,4,2650,440,598,820,0,1,0,94.3
44.87,625,0.75,12,80,182,5.7,14.7,4785,1852,1455,2856,1593.613095,1594.388393,5,5,2112,250,340,430,0,1,0,83.9
53.87,560,0.75,12,80,218,3.9,16.4,4785,1852,1455,2856,1593.613095,1594.388393,5,5,2275,400,544,795,0,1,0,83.9
29.09,440,0.75,12,79.92343032,180,6.9,20,4774,1890,1622,2873,1630,1621,5,5,2485,210,286,590,0,1,0,79.2
30.09,440,0.75,10,79.92343032,180,6.9,20,4774,1890,1622,2873,1630,1621,5,5,2485,210,286,590,0,1,0,79.2
37.09,443,1,13,80,180,5.1,19.7,4774,1923,1622,2873,1630,1621,5,5,2485,300,408,760,0,1,0,79.2
36.99,475,0.75,10,80,200,5.8,20,5315,1985,1820,3200,1705,1708,5,7,2620,320,435,620,0,1,0,82
41.99,605,1,13,80,200,5.9,20,5315,1985,1820,3200,1705,1708,5,7,2625,320,435,620,0,1,0,108.7
38.99,475,0.75,10,80,200,5.8,20,5315,1985,1820,3200,1705,1708,5,7,2620,320,435,620,0,1,0,82
43.99,605,1,13,80,200,5.9,20,5315,1985,1820,3200,1705,1708,5,7,2625,320,435,620,0,1,0,108.7
43.99,475,0.75,10,80,200,5.8,20,5315,1985,1800,3200,1705,1708,5,7,2620,320,435,620,0,1,0,82
48.99,605,1,13,80,200,5.9,20,5315,1985,1800,3200,1705,1708,5,7,2625,320,435,620,0,1,0,108.7
63.99,475,0.5,8,80,200,5.9,20,5315,1985,1800,3200,1705,1708,5,4,2620,320,435,620,0,1,0,82
68.99,605,0.5,8,80,200,5.9,20,5315,1985,1800,3200,1705,1708,5,4,2625,320,435,620,0,1,0,108.7
19.3,401,0.5,10,80,155,7.028394004,13.4,4401,1867,1633,2750,1583,1587,5,5,1740,126,171,250,1,0,0,49.92
20.3,401,0.5,10,80,155,7.028394004,13.4,4401,1867,1633,2750,1583,1587,5,5,1765,126,171,250,1,0,0,49.92
21.3,500,0.609070465,9.584863481,80,155,7.028394004,13.9,4401,1867,1633,2750,1583,1587,5,5,1810,126,171,250,1,0,0,60.5
22.3,500,0.609070465,9.584863481,80,155,7.028394004,13.9,4401,1867,1633,2750,1583,1587,5,5,1835,126,171,250,1,0,0,60.5
23.43,460,0.609070465,9.584863481,80,160,7.028394004,14.4,4891,1848,1679,2965,1587,1563,5,7,2161,132,180,310,0,1,0,62.6
25.83,601,0.609070465,9.584863481,80,160,7.028394004,14.4,4891,1848,1679,2965,1587,1563,5,7,2290,150,204,310,0,1,0,84.8
26.43,601,0.609070465,9.584863481,80,160,7.028394004,14.4,4891,1848,1679,2965,1587,1563,5,7,2290,150,204,310,0,1,0,84.8
26.93,601,1.3,14.4,80,160,7.028394004,14.4,4891,1848,1679,2965,1587,1563,5,7,2290,150,204,310,0,1,0,84.8
31.89,550,0.609070465,16.23,80,160,7.028394004,15.8,4891,1848,1679,2965,1587,1563,5,6,2383,230,313,472,0,1,0,84.8
15.58,405,0.5,16,80,130,15,11.8,4675,1770,1500,2670,1525,1520,4,5,1531,100,136,180,1,0,0,47.53
16.58,450,0.5,16,80,130,15,12.2,4675,1770,1500,2670,1525,1520,4,5,1520,100,136,180,1,0,0,53.56
16.98,450,0.67,9,79.92343032,130,7.028394004,12.2,4675,1770,1500,2670,1525,1520,4,5,1520,100,136,180,1,0,0,53.56
10.99,421,0.67,9,80,130,7.028394004,12.9,4675,1770,1500,2670,1525,1520,4,5,1520,100,136,180,0,1,0,53.1
11.99,421,0.67,9.5,80,130,7.028394004,12.9,4675,1770,1500,2670,1525,1520,4,5,1520,100,136,180,0,1,0,53.1
15.5,420,0.67,9.5,80,150,7.028394004,13.6,4388,1790,1560,2610,1545,1550,5,5,1652,134,182,310,0,1,0,53.6
16.9,420,0.8,13,80,150,7.028394004,13.6,4388,1790,1560,2610,1535,1540,5,5,1686,134,182,310,0,1,0,53.6
18.5,510,0.8,13,80,150,7.028394004,13.8,4388,1790,1560,2610,1535,1540,5,5,1683,150,204,310,0,1,0,68.8
19.8,510,0.8,13,80,150,7.028394004,13.8,4388,1790,1560,2610,1535,1540,5,5,1696,150,204,310,0,1,0,68.8
47.7,752,0.609070465,9.584863481,80,180,6.7,13.7,4969,1906,1514,3120,1639,1650,4,5,2375,215,292,556,0,1,0,96.1
49.5,717,0.609070465,9.584863481,80,180,6.7,14.4,4969,1906,1514,3120,1634,1645,4,5,2410,215,292,556,0,1,0,96.1
53.4,717,0.609070465,9.584863481,80,180,6.7,14.4,4969,1906,1514,3120,1634,1645,4,5,2410,215,292,556,0,1,0,96.1
45.67,485,0.75,10,80,200,3.9,17.6,4912,1987,1720,2960,1668,1672,5,5,2361,480,653,850,0,0,0,75
51.34,620,0.75,8.5,80,200,3.9,17.6,4912,1987,1720,2960,1668,1672,5,5,2381,480,653,850,0,1,0,100
53.79,575,0.75,8.5,80,200,3.9,19.1,4912,1987,1720,2960,1668,1672,5,5,2400,480,653,850,0,1,0,100
39.36,631,0.75,8.5,80,200,4.4,18.3,4905,1950,1645,2960,1654,1647,5,5,2310,360,490,720,0,1,0,106
41.99,475,0.75,8.5,80,200,4.7,19.3,4910,1950,1660,2960,1654,1647,5,5,2330,510,694,1040,0,1,0,88
34.36,505,0.6,11.5,80,180,7.3,18.7,4905,1950,1660,2960,1654,1647,5,5,2190,255,347,520,0,1,0,88
35.86,505,0.6,11.5,80,180,7.3,18.7,4905,1950,1645,2960,1654,1647,5,5,2190,255,347,520,0,1,0,88
37.36,475,0.8,14,80,200,4.7,19.3,4905,1950,1645,2960,1654,1647,5,5,2330,510,694,1040,0,1,0,88
38.47,465,0.8,14,80,200,5.4,17.2,4850,1965,1731,2900,1668,1672,5,5,2250,320,435,610,0,0,0,75
42.47,475,0.6,11.5,80,200,4.5,17.1,4850,1965,1714,2900,1668,1672,5,5,2299,400,544,725,0,0,0,75
44.14,605,0.8,14,80,200,5.4,17.3,4850,1965,1731,2900,1668,1672,5,5,2280,320,435,610,0,1,0,100
48.14,615,0.5,7,80,200,4.5,17.3,4850,1965,1714,2900,1668,1672,5,5,2329,400,544,725,0,1,0,100
48.47,475,0.83,10,80,200,4.5,17.1,4850,1965,1714,2900,1668,1672,5,5,2299,400,544,725,0,0,0,75
54.14,615,0.83,10,80,200,4.5,17.3,4850,1965,1714,2900,1668,1672,5,5,2329,400,544,725,0,1,0,100
19.98,400,0.83,10,79.92343032,160,7.5,12.3,4690,1860,1650,2850,1600,1610,5,5,1870,150,204,266,0,1,0,50.3
22.98,615,0.83,10,79.92343032,160,7.5,11.6,4690,1860,1650,2850,1600,1610,5,5,1870,150,204,266,0,1,0,66.7
24.98,615,0.67,9.5,79.92343032,160,7.5,11.6,4690,1860,1650,2850,1600,1610,5,5,1910,150,204,266,0,1,0,66.7
26.88,560,0.67,12.5,79.92343032,160,6.9,13.1,4690,1860,1650,2850,1600,1610,5,5,2005,160,218,338,0,1,0,66.7
28.48,500,0.67,12.5,79.92343032,160,6.9,14.7,4690,1860,1650,2850,1600,1610,5,5,2035,160,218,338,0,1,0,66.7
24.53,460,0.67,12.5,80,160,7.028394004,14.6,4876,1848,1680,2965,1587,1563,5,7,2150,132,180,310,0,1,0,63.2
26.88,617,0.67,12.5,80,160,7.028394004,14.6,4876,1848,1680,2965,1587,1563,5,7,2280,150,204,310,0,1,0,83.4
27.13,617,0.67,12.5,80,160,7.028394004,14.6,4876,1848,1680,2965,1587,1563,5,7,2280,150,204,310,0,1,0,83.4
28.18,617,0.62,16,80,160,7.028394004,14.6,4876,1848,1680,2965,1587,1563,5,7,2280,150,204,310,0,1,0,83.4
28.43,617,0.62,16,80,160,7.028394004,14.6,4876,1848,1680,2965,1587,1563,5,7,2280,150,204,310,0,1,0,83.4
33.59,540,0.62,16,80,160,7.028394004,16.7,4876,1848,1680,2965,1587,1563,5,6,2395,230,313,472,0,1,0,83.4
