经销商报价,纯电续航里程(km),快充时间,慢充时间,快充电量(%),最高车速(km/h),官方百公里加速时间(s),百公里耗电量(kWh/100km),长(mm),宽(mm),高(mm),轴距(mm),前轮距(mm),后轮距(mm),车门数(个),座位数(个),整备质量(kg),电动机总功率(kW),电动机总马力(Ps),电动机总扭矩(N·m),磷酸铁锂,三元锂,其它,电池容量(kWh)
74.36,849,0.62,16,80,200,6.4,14.2,5227,1926,1513,3210,1667,1682,5,5,2490,245,333,568,0,1,0,111.8
85.76,813,0.58,4.3,80,200,6.4,14.7,5224,1926,1512,3210,1667,1682,5,5,2530,245,333,568,0,1,0,111.8
98.16,813,0.58,4.3,80,200,6.4,14.7,5224,1926,1512,3210,1667,1682,5,5,2530,245,333,568,0,1,0,111.8
118.26,720,0.58,4.3,80,200,4.4,16.7,5224,1926,1517,3210,1667,1682,5,5,2690,380,517,855,0,1,0,111.8
16.89,460,0.58,5.5,80,170,8.6,13.8,4495,1820,1610,2625,1546,1551,5,5,1680,145,197,300,1,0,0,55
16.89,460,0.58,5.5,80,170,8.6,13.8,4495,1820,1610,2625,1546,1551,5,5,1680,145,197,300,1,0,0,55
18.89,460,0.58,5.5,80,170,8.6,13.8,4495,1820,1610,2625,1546,1551,5,5,1630,145,197,300,0,1,0,57
18.19,520,0.58,5.5,80,170,8.6,14.2,4495,1820,1610,2625,1546,1551,5,5,1655,145,197,300,0,1,0,66
18.19,520,0.5,4.9,80,170,8.6,14.2,4495,1820,1610,2625,1546,1551,5,5,1665,145,197,300,0,1,0,66
20.19,520,0.83,7,80,170,8.6,14.2,4495,1820,1610,2625,1546,1551,5,5,1655,145,197,300,0,1,0,66
20.19,520,0.83,7,80,170,8.6,14.2,4495,1820,1610,2625,1546,1551,5,5,1665,145,197,300,0,1,0,66
19.97,400,0.83,7,80,160,7.028394004,12.3,4690,1860,1650,2850,1600,1610,5,5,1865,150,204,266,0,1,0,50.3
22.97,615,0.83,7,80,160,7.028394004,11.6,4690,1860,1650,2850,1600,1610,5,5,1865,150,204,266,0,1,0,66.7
24.97,615,0.6,11.5,80,160,7.028394004,11.6,4690,1860,1650,2850,1600,1610,5,5,1905,150,204,266,0,1,0,66.7
26.87,560,0.6,11.5,80,160,7.028394004,13.1,4690,1860,1650,2850,1600,1610,5,5,2000,160,218,337,0,1,0,66.7
28.77,500,0.8,14,80,160,7.028394004,14.7,4690,1860,1650,2850,1600,1610,5,5,2035,160,218,337,0,1,0,66.7
48.47,450,0.8,14,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,7,2425,400,544,725,0,0,0,75
49.07,450,0.6,11.5,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,6,2425,400,544,725,0,0,0,75
54.14,580,0.6,11.5,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,7,2445,400,544,725,0,1,0,100
54.74,580,0.6,11.5,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,6,2425,400,544,725,0,1,0,100
57.47,450,0.8,14,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,7,2425,400,544,725,0,0,0,75
58.07,450,0.8,14,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,6,2425,400,544,725,0,0,0,75
58.67,450,0.8,14,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,6,2425,400,544,725,0,0,0,75
63.14,580,0.5,19.64,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,7,2425,400,544,725,0,1,0,100
63.74,580,0.75,10.25,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,6,2425,400,544,725,0,1,0,100
64.34,580,0.75,10.25,80,200,4.9,17.7,5022,1962,1756,3010,1668,1672,5,6,2425,400,544,725,0,1,0,100
23.58,506,0.67,14,80,185,7.9,13.9,4980,1940,1495,2920,1640,1640,4,5,1940,163,222,330,1,0,0,64.8
21.68,619,0.67,14,80,160,8.6,12.7,4463,1834,1619,2729,1587,1590,5,5,2011,140,190,385,0,1,0,73.5
26.08,537,0.67,14,80,160,7.7,14.7,4463,1834,1624,2729,1587,1590,5,5,2078,168,229,390,0,1,0,73.5
25.28,623,0.67,14,80,160,7.028394004,16,4603,1900,1658,2775,1636,1639,5,5,2106,178,242,300,0,1,0,90
25.28,623,0.5,11.5,80,160,7.028394004,16,4603,1900,1658,2775,1636,1639,5,5,2116,178,242,300,0,1,0,90
29.78,559,0.5,11.5,80,200,7.028394004,17.8,4603,1900,1654,2775,1636,1639,5,5,2245,320,435,600,0,1,0,90
29.78,533,0.43,11.5,80,200,7.028394004,18.7,4603,1900,1654,2775,1626,1629,5,5,2269,320,435,600,0,1,0,90
21.87,480,0.5,11.5,80,180,7.8,16,4788,1940,1683,2915,1660,1640,5,5,2030,160,218,360,0,1,0,67.3
21.87,480,0.5,11.5,80,180,7.8,15.5,4788,1940,1683,2915,1660,1640,5,5,1935,175,238,360,0,1,0,65.6
24.87,480,0.6,15.5,80,180,7.8,15.5,4788,1940,1683,2915,1660,1640,5,5,1935,175,238,360,0,1,0,65.6
24.19,480,0.6,15.5,80,180,7.8,16,4788,1940,1683,2915,1660,1640,5,5,2030,160,218,360,0,1,0,67.3
24.22,480,0.6,15.5,80,180,7.8,15.5,4788,1940,1683,2915,1660,1640,5,5,1935,175,238,360,0,1,0,65.6
26.19,653,0.6,15.5,80,180,8.4,16.3,4788,1940,1683,2915,1660,1640,5,5,2125,160,218,360,0,1,0,93.6
26.19,653,0.6,15.5,80,180,8.4,16.3,4788,1940,1683,2915,1660,1640,5,5,2070,175,238,360,0,1,0,94.5
28.22,653,0.75,10.25,80,180,8.4,16.3,4788,1940,1683,2915,1660,1640,5,5,2125,160,218,360,0,1,0,93.6
28.22,653,0.75,10.25,80,180,8.4,16.3,4788,1940,1683,2915,1660,1640,5,5,2070,175,238,360,0,1,0,94.5
32.52,600,0.75,10.25,80,180,4.6,17.3,4788,1940,1683,2915,1660,1640,5,5,2270,320,435,720,0,1,0,93.6
22.53,600,0.5,9.5,80,160,8.8,13.4,4684,1834,1693,2829,1584,1580,5,5,2072,140,190,385,0,1,0,73.5
29.72,512,0.5,9.5,80,160,6.3,15.5,4684,1834,1706,2829,1584,1580,5,7,2207,215,292,520,0,1,0,73.5
31.13,512,0.5,9.5,80,160,6.3,15.5,4684,1834,1706,2829,1587,1585,5,7,2207,215,292,520,0,1,0,73.5
14.49,518,0.5,9.5,80,170,7.028394004,12.6,4665,1813,1513,2660,1545,1556,5,5,1620,130,177,265,0,1,0,61.1
15.51,518,0.5,9.5,80,170,7.028394004,12.6,4665,1813,1513,2660,1545,1556,5,5,1620,130,177,265,0,1,0,61.1
15.71,518,0.5,9.5,80,170,7.028394004,12.6,4665,1813,1513,2660,1545,1556,5,5,1620,130,177,265,0,1,0,61.1
15.49,518,0.67,8,80,170,7.028394004,12.6,4665,1813,1538,2660,1545,1556,5,5,1660,130,177,265,0,1,0,61.1
15.99,518,0.67,8,80,170,7.028394004,12.6,4665,1813,1538,2660,1545,1556,5,5,1660,130,177,265,0,1,0,61.1
15.99,518,0.67,8,80,170,7.028394004,12.6,4665,1813,1538,2660,1545,1556,5,5,1660,130,177,265,0,1,0,61.1
13.45,410,0.67,8,80,150,7.028394004,13.1,4665,1813,1513,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
14.49,410,0.67,8,80,150,7.028394004,13.1,4665,1813,1513,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
15.49,410,0.67,8,80,150,7.028394004,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
15.99,410,0.67,8,80,150,7.028394004,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
13.45,410,0.67,8,80,150,7.028394004,13.1,4665,1813,1513,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
13.95,410,0.67,8,80,150,7.028394004,13.1,4665,1813,1513,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
14.95,410,0.67,8,80,150,7.028394004,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
17.99,410,0.67,8,80,150,7.028394004,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
11.99,410,0.67,8,80,150,7.028394004,13.1,4665,1813,1513,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
12.49,410,0.5,10.5,80,150,7.028394004,13.1,4665,1813,1513,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
13.49,410,0.5,9,80,150,7.028394004,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
17.99,410,0.5,9,80,150,7.028394004,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,0,1,0,52.5
30.25,551,0.5,9,80,200,5.8,14.9,4900,1925,1655,2950,1620,1600,5,5,2168,250,340,450,0,1,0,77
32.25,642,0.5,7.6,80,200,5.8,15.5,4900,1925,1655,2950,1620,1600,5,5,2210,250,340,450,0,1,0,90
33.95,606,0.5,7.6,80,200,3.8,15.8,4900,1925,1655,2950,1620,1600,5,5,2310,400,544,700,0,1,0,90
36.95,606,0.609070465,8.1,80,200,3.8,15.8,4900,1925,1655,2950,1620,1600,5,5,2310,400,544,700,0,1,0,90
18.19,401,0.5,8.1,80,165.6410256,7.028394004,13.4,4765,1837,1515,2718,1580,1580,4,5,1897.268636,100,136,180,0,1,0,53.1
14.99,401,0.5,8.1,80,165.6410256,7.028394004,13.4,4765,1837,1515,2718,1580,1580,4,5,1897.268636,100,136,180,0,1,0,53.1
16.99,420,0.5,9.9,80,150,8.9,13.8,4765,1837,1515,2718,1580,1580,4,5,1650,120,163,280,0,1,0,56.4
17.99,420,0.5,9.9,80,150,8.9,13.8,4765,1837,1515,2718,1580,1580,4,5,1650,120,163,280,0,1,0,56.4
18.99,420,0.5,7.6,80,150,8.9,13.8,4765,1837,1515,2718,1580,1580,4,5,1650,120,163,280,0,1,0,56.4
18.99,520,0.67,9,80,150,8.4,13.5,4765,1837,1515,2718,1580,1580,4,5,1710,135,184,280,0,1,0,69.5
19.99,520,0.67,9,80,150,8.4,13.5,4765,1837,1515,2718,1580,1580,4,5,1710,135,184,280,0,1,0,69.5
20.49,401,0.67,9.5,80,165.6410256,7.028394004,13.4,4765,1837,1515,2718,1580,1580,4,5,1897.268636,100,136,180,0,1,0,53.1
14.5,420,0.67,9.5,80,150,7.028394004,13.6,4390,1790,1560,2610,1545,1550,5,5,1647,134,182,310,0,1,0,53.6
15.9,420,0.5,8,80,150,7.028394004,13.6,4390,1790,1560,2610,1535,1540,5,5,1684,134,182,310,0,1,0,53.6
17.7,510,0.5,8,80,150,7.028394004,13.8,4390,1790,1560,2610,1535,1540,5,5,1679,150,204,310,0,1,0,68.8
18.8,510,0.6,10,80,150,7.028394004,13.8,4390,1790,1560,2610,1535,1540,5,5,1692,150,204,310,0,1,0,68.8
14.9,401,0.6,10.7,80,160,6.9,13.4,4254,1848,1596,2650,1573,1593,5,5,1560,126,171,250,1,0,0,47.8
16.9,480,0.6,10.7,80,160,6.9,13.5,4254,1848,1596,2650,1573,1593,5,5,1555,126,171,250,0,1,0,59.1
13.28,430,0.75,12.9,80,140,7.9,13.5,4602,1900,1600,2750,1610,1610,5,5,1730,135,184,225,1,0,0,55.5
13.98,510,0.6,10.7,80,150,7.9,13.5,4602,1900,1645,2750,1610,1610,5,5,1740,135,184,225,1,0,0,63.98
14.68,510,0.75,12.9,80,150,7.9,13.5,4602,1900,1645,2750,1610,1610,5,5,1740,135,184,225,1,0,0,63.98
15.88,620,0.75,12.9,80,160,6.9,13.6,4602,1900,1645,2750,1610,1610,5,5,1750,160,218,225,0,1,0,76.8
15.88,510,0.609070465,9.584863481,80,150,7.9,13.5,4602,1900,1645,2750,1610,1610,5,5,1740,135,184,225,1,0,0,63.98
17.28,620,0.609070465,9.584863481,80,160,6.9,13.6,4602,1900,1645,2750,1610,1610,5,5,1750,160,218,225,0,1,0,76.8
17.88,620,0.609070465,9.584863481,80,160,6.9,13.6,4602,1900,1645,2750,1610,1610,5,5,1750,160,218,225,0,1,0,76.8
37.65,560,0.609070465,9.584863481,79.92343032,165.6410256,9.3,15.9,4876,1860,1675,2965,1593.613095,1594.388393,5,7,2325,150,204,310,0,1,0,83.4
38.65,560,0.609070465,9.584863481,79.92343032,165.6410256,9.3,15.9,4876,1860,1675,2965,1593.613095,1594.388393,5,7,2325,150,204,310,0,1,0,83.4
37.65,560,0.609070465,9.584863481,79.92343032,165.6410256,9.3,15.9,4876,1860,1675,2965,1593.613095,1594.388393,5,7,2325,150,204,310,0,1,0,83.4
38.65,560,0.609070465,9.584863481,79.92343032,165.6410256,9.3,15.9,4876,1860,1675,2965,1593.613095,1594.388393,5,7,2325,150,204,310,0,1,0,83.4
45.95,520,0.609070465,9.584863481,79.92343032,165.6410256,6.7,17,4876,1860,1675,2965,1593.613095,1594.388393,5,6,2410,225,306,460,0,1,0,83.4
46.95,520,0.609070465,9.584863481,79.92343032,165.6410256,6.7,17,4876,1860,1675,2965,1593.613095,1594.388393,5,6,2410,225,306,460,0,1,0,83.4
45.95,520,0.5,7,79.92343032,165.6410256,6.7,17,4876,1860,1675,2965,1593.613095,1594.388393,5,6,2410,225,306,460,0,1,0,83.4
46.95,520,0.5,7,79.92343032,165.6410256,6.7,17,4876,1860,1675,2965,1593.613095,1594.388393,5,6,2410,225,306,460,0,1,0,83.4
47.95,520,1,8,79.92343032,165.6410256,6.7,17,4876,1860,1675,2965,1593.613095,1594.388393,5,6,2410,225,306,460,0,1,0,83.4
12.99,451,0.67,10,80,135,6.9,11.2,4075,1760,1380,2500,1500,1500,3,4,1897.268636,125,170,250,0,1,0,48
14.99,451,0.67,10,80,135,6.9,11.2,4075,1760,1380,2500,1500,1500,3,4,1897.268636,125,170,250,0,1,0,48
26.7,550,0.62,17,80,160,7.2,13.8,4440,1873,1591,2702,1598,1603,5,5,1986,170,231,330,0,1,0,69
28.6,550,0.609070465,9.584863481,80,160,7.2,13.8,4440,1873,1591,2702,1598,1603,5,5,1986,170,231,330,0,1,0,69
32.8,530,0.75,13,80,180,4.7,16.2,4440,1873,1591,2702,1598,1603,5,5,2144,300,408,660,0,1,0,78
18.28,325,0.83,6.5,80,150,7.028394004,13.5,4268,1785,1545,2628,1543,1546,5,5,1610,100,136,290,0,1,0,44.1
17.9,602,0.83,6.5,80,180,7.8,13.8,4725,1925,1676,2780,1635,1635,5,5,1985,150,204,345,1,0,0,72.8
75.43,380,0.92,10,80,200,4.6,20.7,4634,2069,1253,2650,1798,1791,2,2,1960,320,435,680,0,1,0,78.84
36.19,400,0.92,10,75,160,7.5,13.1,4495,1840,1545,2640,1557,1559,5,5,1800,150,204,300,0,1,0,54.35
38.49,400,0.92,10,75,160,7.5,13.1,4495,1840,1545,2640,1557,1559,5,5,1800,150,204,300,0,1,0,54.35
15.98,450,0.62,8,80,159,7.028394004,15.3,4410,1852,1655,2672,1590,1616,5,5,1770,160,218,300,0,1,0,61.1
18.08,450,0.6,8,80,159,7.028394004,15.3,4410,1852,1655,2672,1590,1616,5,5,1770,160,218,300,0,1,0,61.1
20.18,450,0.6,8,80,159,7.028394004,15.3,4410,1852,1655,2672,1590,1616,5,5,1770,160,218,300,0,1,0,61.1
14.58,412,0.6,8,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1438,110,150,210,1,0,0,49
14.58,412,0.6,8,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1500,110,150,210,0,1,0,49
14.98,433,0.62,8,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1502,110,150,210,0,1,0,52.99
15.28,412,0.62,8,79.92343032,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1537,110,150,210,1,0,0,50.23
15.28,412,0.62,8,79.92343032,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1537,110,150,210,1,0,0,50.23
15.38,401,0.62,8,79.92343032,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1502,110,150,210,0,1,0,52.85
15.38,401,0.609070465,9.584863481,79.92343032,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1502,110,150,210,0,1,0,52.85
15.38,401,0.62,8,79.92343032,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1438,110,150,210,0,1,0,52.85
15.38,433,0.62,8,79.92343032,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1515,120,163,230,0,1,0,52.99
14.28,330,0.6,8,79.92343032,150,9.5,13,4680,1720,1530,2700,1475,1480,4,5,1550,120,163,230,1,0,0,43.2
14.58,412,0.6,8,80,150,9.5,13.6,4680,1720,1530,2700,1475,1480,4,5,1550,120,163,230,1,0,0,50.3
14.58,412,0.5,9.584863481,80,150,9.5,13.6,4680,1720,1530,2700,1475,1480,4,5,1537,110,150,210,1,0,0,50.3
14.98,433,0.5,9.584863481,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1515,120,163,230,0,1,0,52.99
14.98,433,0.5,9.584863481,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1502,110,150,210,0,1,0,52.99
13.68,419,0.5,9.584863481,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,1,0,0,55
13.98,419,0.5,9.584863481,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,1,0,0,55
14.18,419,0.5,9.584863481,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,1,0,0,55
14.38,419,0.609070465,9.584863481,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,1,0,0,55
13.68,419,0.609070465,9.584863481,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,1,0,0,55
13.98,419,0.609070465,9.584863481,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,1,0,0,55
14.78,401,0.609070465,9.584863481,79.92343032,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,0,1,0,53
15.08,401,0.609070465,9.584863481,79.92343032,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,0,1,0,53
15.28,401,0.609070465,9.584863481,79.92343032,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,0,1,0,53
15.48,401,0.609070465,9.584863481,79.92343032,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,0,1,0,53
14.78,401,1.3,9.584863481,79.92343032,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,0,1,0,53
15.08,401,0.83,8.5,79.92343032,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,0,1,0,53
15.08,401,1,9.5,79.92343032,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,0,1,0,53
11.99,365,0.83,8.5,80,145,10.8,12.3,4740,1820,1530,2700,1548,1559,4,5,1615,120,163,245,1,0,0,44.43
11.99,401,0.609070465,9.584863481,80,145,10.8,13,4740,1820,1530,2700,1548,1559,4,5,1615,120,163,245,1,0,0,47.78
11.99,401,0.55,9.584863481,80,145,10.8,13,4740,1820,1530,2700,1548,1559,4,5,1615,120,163,245,0,1,0,53.61
12.99,401,0.55,9.584863481,80,145,10.8,13,4740,1820,1530,2700,1555,1566,4,5,1615,120,163,245,1,0,0,47.78
25.78,485,0.68,7.25,80,160,7.4,14.7,4606,1859,1479,2735,1593.613095,1594.388393,5,5,1958,165,224,330,0,1,0,64
28.78,565,0.82,10.75,80,160,7.4,14.9,4606,1859,1479,2735,1593.613095,1594.388393,5,5,2012,170,231,330,0,1,0,78
33.8,512,0.82,10.75,80,205,4.7,17.5,4606,1859,1479,2735,1593.613095,1594.388393,5,5,2132,300,408,660,0,1,0,78
69.57,455,0.5,13.09,80,200,6.1,18,4955,1967,1698,3000,1593.613095,1594.388393,5,5,2428,240,326,630,0,1,0,76.6
95.85,566,0.609070465,9.584863481,80,250,3.8,21.7,4955,1967,1698,3000,1593.613095,1594.388393,5,5,1897.268636,455,619,1100,0,1,0,111.5
80.85,630,0.5,9,80,200,4.6,18.5,4955,1967,1698,3000,1593.613095,1594.388393,5,5,2558,385,524,765,0,1,0,111.5
14.98,401,0.5,11,80,130,7.028394004,11.4,4450,1760,1520,2610,1490,1470,4,5,1360,100,136,180,1,0,0,43.2
16.28,410,0.5,11,80,150,7.7,14.9,4720,1908,1696,2800,1625,1625,5,5,1870,150,204,320,1,0,0,51.92
18.58,520,0.5,11,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
16.68,520,0.5,11,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
17.98,520,0.5,13,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
20.58,520,0.5,13,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
25.28,520,0.5,13,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
19.08,620,0.5,13,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
17.18,620,0.5,13,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
19.98,620,0.5,9,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
22.58,620,0.5,11,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
27.28,620,0.609070465,9.584863481,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
14.68,410,0.5,9,80,150,7.9,15,4698,1908,1696,2800,1625,1625,5,5,1820,150,204,320,0,1,0,55.33
16.68,520,0.5,11,80,150,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
19.08,620,0.5,11,80,165.6410256,7.9,15.4,4698,1908,1696,2800,1625,1625,5,5,1930,150,204,320,0,1,0,85.97
16.58,410,0.5,11,80,165.6410256,7.9,15,4698,1908,1696,2800,1625,1625,5,5,1820,150,204,320,0,1,0,55.33
18.58,520,0.5,11,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
17.98,520,0.5,11,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
18.98,520,0.67,9.5,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
20.58,520,0.67,9.5,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
25.28,520,0.67,9.5,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
49.21,500,0.609070465,9.584863481,80,187,7.028394004,19.4,4901,1935,1640,2928,1655,1655,5,5,2625,230,313,540,0,1,0,96.7
52.72,465,0.5,6,80,187,7.028394004,21,4901,1935,1640,2928,1655,1655,5,5,2625,230,313,540,0,1,0,96.7
58.39,465,0.5,6,80,187,7.028394004,21,4901,1935,1640,2928,1655,1655,5,5,2625,230,313,540,0,1,0,96.7
39.98,510.9699864,0.5,6,79.92343032,165.6410256,3.9,14.73990223,4853,1990,1611,3000,1593.613095,1594.388393,5,5,1897.268636,400,544,375.5829904,0,1,0,100
12.98,420,0.5,6,80,140,7.028394004,12.9,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,47
13.28,420,0.5,6,80,140,7.028394004,12.9,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,47
12.98,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,47
13.28,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,47
12.98,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1515,120,163,210,1,0,0,48
13.28,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1515,120,163,210,1,0,0,48
12.98,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,48
13.28,420,1,9.584863481,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,48
12.98,450,0.55,5.8,80,140,7.028394004,12.2,4774,1803,1494,2701,1555,1550,4,5,1495,120,163,280,0,1,0,50
13.28,450,0.55,5.8,80,140,7.028394004,12.2,4774,1803,1494,2701,1555,1550,4,5,1495,120,163,280,0,1,0,50
15,423,0.55,5.8,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1479,120,163,280,0,1,0,51
14.47,421,0.55,5.8,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15,421,0.55,5.8,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15,421,0.55,5.8,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15,421,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15.29,421,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15.79,421,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
14.47,405,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
12.98,405,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
12.98,405,0.53,6.4,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
15.29,405,0.53,6.4,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
13.78,405,0.53,6.4,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
16.27,481,0.53,6.4,80,140,7.028394004,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,0,1,0,58
17.07,481,0.6,12,80,140,7.028394004,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,0,1,0,58
17.17,481,0.6,12,80,140,7.028394004,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,0,1,0,58
17.87,481,0.5,9.584863481,80,140,7.028394004,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,0,1,0,58
22.58,407,0.5,9.584863481,79.92343032,160,10,13.6,4490,1874,1613,2750,1585,1585,5,5,1742,114,155,340,0,0,1,52.5
26.58,344,0.5,9.584863481,79.92343032,160,6,16,4490,1874,1613,2750,1585,1585,5,5,1890,228,310,680,0,0,1,52.5
13.88,407,0.5,9.584863481,80,130,10,13.24,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,1,0,0,51.8
13.78,415,0.5,10,80,130,10,13.2,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,0,1,0,52.56
